height,weight,earn,earnk,ethnicity,education,mother_education,father_education,walk,exercise,smokenow,tense,angry,age,sex
69,170,5000,5,White,11,11,11,5,5,no,1,1,18,male
65,140,25000,25,White,12,12,12,3,5,no,2,2,33,female
64,150,23000,23,White,13,13,13,8,1,yes,0,0,32,male
70,180,20000,20,White,17,17,17,8,4,no,0,0,68,male
65,130,19000,19,White,13,13,13,2,1,no,1,1,82,female
68,149,62000,62,White,16,16,16,6,7,no,1,1,60,female
61,132,20000,20,Black,11,11,11,7,7,no,0,0,66,male
64,180,28000,28,Black,14,14,14,5,7,no,0,0,63,male
65,119,13000,13,White,10,10,NA,8,1,no,7,7,80,female
64,185,12000,12,White,12,12,12,8,1,no,0,0,75,male
63,135,25000,25,White,18,18,18,1,1,no,6,6,36,female
69,140,20000,20,White,11,11,11,8,1,no,0,0,23,male
66,185,15000,15,White,14,14,14,8,1,no,0,0,62,female
61,123,15000,15,White,8,8,8,4,1,no,0,0,78,female
74,190,25000,25,White,12,12,12,8,5,yes,0,0,30,male
68,165,25000,25,White,13,13,13,5,6,no,0,0,52,female
68,155,0,0,White,12,12,12,2,7,no,1,1,34,female
65,205,0,0,White,14,14,14,4,1,no,2,2,41,female
67,132,18000,18,White,16,16,16,7,5,no,7,7,40,female
65,115,0,0,White,12,12,12,8,7,yes,7,7,18,female
64,120,0,0,White,18,18,18,4,1,no,0,0,46,female
62,170,6000,6,White,10,10,10,4,1,no,1,1,68,female
72,160,16000,16,White,13,13,13,8,6,no,7,7,23,male
73,175,45000,45,White,16,16,16,4,1,yes,0,0,38,male
60,115,15000,15,White,12,12,12,5,7,no,2,2,30,female
70,172,25000,25,White,14,14,14,6,1,no,1,1,69,male
64,145,12000,12,White,14,14,14,5,2,no,5,5,38,female
68,160,2000,2,White,12,12,12,2,5,no,0,0,18,female
63,110,10000,10,White,12,12,12,4,6,no,0,0,18,female
71,185,14000,14,White,12,12,12,8,1,no,7,7,36,male
64,200,15000,15,White,12,12,12,8,1,no,0,0,31,female
67,200,0,0,White,11,11,11,8,7,no,0,0,37,female
60,140,10000,10,White,12,NA,12,2,1,no,0,0,39,female
64,180,5000,5,White,10,NA,NA,1,1,no,0,0,70,female
66,157,1200,1.2,White,4,NA,4,3,1,yes,4,4,64,female
64,155,25000,25,White,12,NA,NA,8,1,no,0,0,74,female
59,113,15000,15,White,14,14,14,1,2,no,0,0,62,female
63,150,10000,10,White,13,13,13,8,1,no,1,1,64,female
66,140,2000,2,White,12,12,12,8,7,no,7,7,18,male
66,125,0,0,White,12,12,12,3,2,yes,7,7,35,female
65,NA,4000,4,White,13,13,13,3,1,yes,2,2,33,female
70,140,5000,5,White,8,NA,NA,8,1,yes,0,0,58,male
64,145,10000,10,White,14,14,14,3,2,no,3,3,32,female
61,NA,5000,5,White,13,13,13,8,3,yes,1,1,22,female
66,123,15000,15,White,12,NA,NA,6,1,yes,0,0,28,female
61,96,5000,5,Hispanic,16,16,16,7,6,no,0,0,22,female
66,108,1500,1.5,White,12,12,12,8,1,no,1,1,23,female
66,145,18000,18,Hispanic,17,17,17,8,7,no,0,0,26,male
73,175,4000,4,White,15,15,15,5,5,no,0,0,24,male
72,150,28000,28,White,16,16,16,7,5,no,0,0,26,male
74,180,10000,10,White,14,14,14,8,6,no,0,0,22,female
65,118,3000,3,White,16,16,16,8,5,no,1,1,22,female
64,110,0,0,White,14,14,NA,5,5,no,3,3,31,female
62,125,25000,25,White,18,18,18,8,1,no,1,1,68,female
71,240,12000,12,White,12,12,12,3,3,no,1,1,21,male
62,147,15000,15,White,12,12,12,2,1,no,0,0,77,female
68,158,19000,19,White,13,13,13,8,1,yes,0,0,45,female
61,235,0,0,White,12,12,12,2,1,yes,2,2,33,female
70,184,36000,36,White,16,16,16,2,1,yes,1,1,39,male
64,180,7000,7,White,16,16,16,5,6,no,0,0,59,female
59,85,35000,35,White,11,11,11,8,4,yes,0,0,34,female
68,168,40000,40,White,18,18,18,7,1,no,0,0,43,male
68,130,15000,15,White,14,14,14,3,1,yes,0,0,25,male
69,130,8000,8,White,13,13,13,2,1,yes,0,0,43,female
69,190,25000,25,White,14,14,14,8,1,no,0,0,55,female
72,185,20000,20,White,12,12,12,1,7,no,0,0,23,male
75,214,28000,28,White,18,18,18,7,6,no,0,0,38,male
69,180,22000,22,White,14,14,14,1,4,no,7,7,35,male
71,150,15000,15,White,14,14,14,1,5,no,0,0,31,male
72,210,21500,21.5,Black,13,13,13,7,7,no,7,7,24,male
68,160,3000,3,White,12,12,12,8,2,yes,4,4,23,female
64,110,25000,25,Other,12,12,NA,8,1,no,2,2,22,female
72,190,23000,23,White,13,13,NA,7,4,no,7,7,28,male
66,165,15000,15,White,18,18,18,8,4,no,0,0,41,female
72,197,18000,18,White,12,12,12,8,1,no,0,0,73,male
67,128,5000,5,Hispanic,8,NA,8,8,7,yes,0,0,20,male
67,156,20000,20,White,16,16,16,8,5,no,0,0,71,male
66,150,62000,62,White,14,14,14,8,1,no,1,1,59,female
72,164,62000,62,White,14,14,14,7,7,no,0,0,72,male
64,120,5000,5,White,13,13,NA,8,1,no,0,0,69,female
63,110,16000,16,Hispanic,12,12,12,7,1,no,7,7,46,female
69,181,15000,15,White,12,12,12,7,4,yes,3,3,26,male
63,118,53000,53,Hispanic,17,17,17,4,6,yes,0,0,32,female
70,200,15000,15,Hispanic,17,17,17,8,1,no,0,0,56,male
72,162,26000,26,White,12,NA,12,1,7,no,7,7,27,male
70,145,20000,20,White,12,12,12,3,3,yes,0,0,33,female
65,110,4000,4,Other,12,12,12,7,6,yes,1,1,28,female
73,200,10000,10,White,16,16,16,8,7,no,1,1,59,male
75,220,25000,25,White,12,12,12,8,3,yes,0,0,33,male
69,230,43000,43,White,12,12,12,2,1,no,0,0,51,male
69,180,17000,17,Other,14,14,14,4,4,yes,0,0,33,male
61,230,4000,4,Hispanic,12,12,12,5,5,no,3,3,38,female
71,185,87000,87,White,18,18,18,4,4,no,0,0,55,male
72,175,30000,30,Hispanic,13,13,13,8,7,no,5,5,23,male
65,135,25000,25,White,16,16,16,6,5,no,7,7,32,female
73,195,50000,50,White,15,15,15,8,2,no,7,7,48,male
64,123,25000,25,White,18,18,18,8,5,yes,0,0,56,female
67,137,55000,55,White,18,18,18,8,7,no,3,3,51,female
63,145,28000,28,White,16,16,16,4,5,no,5,5,41,female
66,160,0,0,White,12,12,12,8,4,no,0,0,48,female
72,150,15000,15,White,7,NA,NA,8,1,yes,0,0,69,male
64,135,5000,5,White,12,12,12,1,4,no,0,0,32,female
62,200,5000,5,White,14,14,14,1,1,no,2,2,48,female
65,130,18000,18,White,13,13,13,5,1,no,1,1,49,female
72,175,21000,21,Hispanic,15,NA,NA,8,7,no,0,0,62,male
59,180,15000,15,Hispanic,9,NA,9,6,2,yes,4,4,44,female
67,115,12000,12,White,12,12,NA,8,1,yes,1,1,33,female
65,164,33000,33,Hispanic,16,16,16,1,1,no,0,0,62,female
64,140,15000,15,White,16,NA,NA,1,1,no,0,0,81,female
72,175,50000,50,Hispanic,13,13,13,8,1,yes,2,2,64,male
65,231,6000,6,Hispanic,9,9,NA,4,1,no,0,0,74,female
64,140,16000,16,White,14,14,14,5,6,no,2,2,59,female
68,150,35000,35,White,12,12,12,4,6,yes,2,2,50,male
68,260,25000,25,White,12,12,NA,8,1,no,7,7,43,female
66,155,35000,35,White,17,17,17,8,2,no,1,1,41,female
76,210,20000,20,White,14,NA,14,8,5,no,0,0,26,male
63,118,18000,18,White,12,12,12,7,5,no,3,3,36,female
74,225,34000,34,White,14,14,14,3,6,no,0,0,78,male
68,155,25000,25,White,16,16,16,7,7,no,0,0,25,male
61,110,15000,15,White,14,14,14,1,5,yes,0,0,65,female
64,140,20000,20,White,16,16,16,2,1,yes,0,0,54,female
72,200,20000,20,White,17,17,17,8,1,no,0,0,77,male
68,170,33000,33,White,12,12,12,7,7,no,0,0,69,male
71,150,20000,20,White,12,NA,NA,4,1,no,0,0,66,male
63,126,15000,15,White,12,12,12,8,1,no,0,0,76,female
65,158,4000,4,White,12,12,12,7,7,no,0,0,73,female
60,130,20000,20,White,8,NA,NA,2,1,no,0,0,77,female
72,200,40000,40,White,16,16,NA,3,2,yes,0,0,33,male
64,132,14000,14,White,14,14,14,7,4,yes,3,3,40,female
68,170,12000,12,White,12,12,12,1,1,yes,0,0,48,female
61,105,25000,25,White,12,12,12,1,2,no,0,0,31,female
63,136,10000,10,White,17,NA,NA,2,1,no,0,0,60,female
67,138,70000,70,White,10,NA,NA,8,1,yes,0,0,72,female
67,140,38000,38,White,17,17,17,5,5,no,7,7,55,female
63,125,14000,14,White,12,12,12,5,7,no,5,5,28,female
71,164,62000,62,White,18,NA,NA,8,4,no,0,0,76,male
63,108,0,0,White,15,15,15,4,3,no,2,2,33,female
60,100,15000,15,White,13,13,13,1,7,no,0,0,37,female
74,215,17000,17,White,16,16,16,3,1,no,0,0,31,male
66,125,25000,25,White,15,15,15,7,6,no,0,0,24,female
69,158,60000,60,White,14,14,14,8,2,no,0,0,66,male
67,180,15000,15,White,15,NA,15,6,1,no,2,2,69,female
65,145,25000,25,White,16,16,16,8,1,no,0,0,86,male
62,131,18000,18,Hispanic,12,12,12,8,1,no,0,0,63,male
65,145,0,0,White,12,12,12,1,1,no,0,0,55,male
64,140,45000,45,White,17,17,17,7,4,no,0,0,54,female
72,175,70000,70,White,18,18,18,7,4,yes,0,0,47,male
66,NA,0,0,Hispanic,11,11,11,7,1,no,4,4,49,female
65,130,30000,30,White,18,NA,18,8,1,NA,0,0,59,female
67,167,100000,100,White,15,15,15,1,1,no,0,0,72,female
62,145,8000,8,White,12,12,12,1,1,no,0,0,51,female
71,185,30000,30,White,16,16,16,4,6,no,0,0,34,male
62,115,0,0,White,11,11,11,6,1,yes,7,7,26,female
71,192,27000,27,White,14,14,14,5,1,yes,0,0,32,male
70,270,47000,47,White,18,18,18,8,7,no,1,1,43,male
67,135,12000,12,Hispanic,12,12,12,7,7,no,0,0,22,male
72,190,35000,35,White,16,16,16,4,2,yes,0,0,70,male
62,130,24000,24,White,17,17,17,5,1,no,1,1,34,female
63,165,13000,13,Hispanic,12,12,12,7,1,no,0,0,35,female
61,102,80000,80,White,14,14,14,4,3,yes,2,2,37,female
72,130,5000,5,White,12,12,12,7,5,no,3,3,18,male
65,110,0,0,White,12,12,12,8,6,no,7,7,28,female
63,153,25000,25,White,10,10,10,8,6,yes,0,0,60,female
66,240,28000,28,White,12,12,NA,4,3,no,2,2,44,male
64,125,8000,8,White,15,15,15,8,6,no,0,0,20,female
66,110,10000,10,White,13,13,13,8,6,yes,1,1,51,female
68,155,9000,9,White,14,14,14,1,3,no,0,0,41,female
60,150,20000,20,White,12,12,12,8,1,no,0,0,37,female
65,200,12000,12,White,12,NA,NA,5,1,no,0,0,71,male
65,130,15000,15,White,14,14,14,6,1,no,0,0,66,female
61,110,20000,20,White,14,14,14,8,7,yes,7,7,36,female
68,200,15000,15,White,16,16,16,5,2,no,0,0,55,female
64,134,28000,28,White,14,14,14,7,6,no,7,7,36,female
66,140,265,0.265,White,15,15,15,4,3,no,0,0,21,female
69,157,35000,35,White,14,14,14,7,1,no,0,0,74,male
67,NA,25000,25,White,12,12,12,5,5,no,0,0,30,female
66,165,26000,26,Hispanic,14,14,14,7,1,no,2,2,32,female
67,118,27000,27,White,17,17,17,4,1,no,4,4,34,female
68,180,14000,14,White,12,12,12,2,2,no,7,7,30,female
66,140,32000,32,White,16,16,16,2,3,yes,2,2,33,male
69,112,10000,10,White,14,14,14,6,1,yes,1,1,32,female
72,135,15000,15,White,12,12,12,6,1,no,0,0,26,male
69,190,7000,7,White,16,16,16,7,5,no,0,0,30,male
71,182,28000,28,White,17,17,17,3,4,yes,0,0,46,male
74,250,60000,60,White,13,13,13,2,1,no,5,5,54,male
60,130,25000,25,White,14,14,14,8,1,no,0,0,69,female
69,170,12000,12,White,4,4,4,6,1,no,0,0,62,male
65,NA,0,0,White,13,13,13,8,1,yes,1,1,63,female
65,NA,0,0,White,12,12,12,4,2,no,0,0,46,female
75,200,15000,15,White,13,13,13,5,1,no,0,0,75,female
65,125,40000,40,White,14,14,14,7,1,no,0,0,69,female
63,110,25000,25,White,16,16,16,6,1,no,0,0,75,female
72,135,15000,15,White,6,NA,NA,7,1,no,0,0,81,male
60,112,35000,35,White,12,12,12,1,7,yes,7,7,36,female
72,225,15000,15,White,11,NA,NA,4,1,yes,1,1,63,male
64,120,26000,26,White,15,15,15,3,2,no,3,3,32,female
59,100,0,0,Black,12,12,12,1,1,yes,0,0,43,female
71,170,0,0,Other,12,12,12,7,7,no,0,0,20,male
72,165,26000,26,Hispanic,16,16,16,8,7,no,0,0,25,male
63,108,18720,18.72,Black,10,10,NA,8,1,yes,7,7,36,female
68,155,0,0,Black,12,12,12,8,6,no,7,7,22,female
62,148,5000,5,Other,11,NA,NA,8,1,no,0,0,59,female
64,152,12000,12,Black,12,NA,NA,2,1,no,0,0,73,female
70,210,80000,80,White,17,17,17,8,3,no,0,0,39,male
66,120,48000,48,White,13,13,13,8,6,no,0,0,39,female
63,125,5000,5,White,18,18,18,7,6,no,0,0,25,female
62,135,18000,18,Other,16,16,16,8,1,no,2,2,27,male
70,150,85000,85,White,15,15,15,8,1,no,0,0,65,male
64,175,35000,35,Black,12,12,12,1,5,yes,2,2,47,female
69,150,5000,5,White,16,16,16,8,6,no,0,0,22,male
64,140,9000,9,Hispanic,13,13,13,2,4,no,0,0,22,female
67,125,30000,30,White,16,16,16,8,6,no,3,3,27,female
72,250,80000,80,White,14,14,14,8,1,yes,0,0,58,male
65,124,35000,35,White,16,16,16,1,7,no,4,4,32,female
63,210,12000,12,White,14,14,14,4,1,yes,1,1,34,female
70,190,200000,200,White,18,18,18,6,5,no,7,7,34,male
64,128,4000,4,White,16,16,16,6,7,no,0,0,45,female
68,165,2000,2,White,12,12,12,1,7,no,1,1,18,male
66,190,24000,24,White,18,18,18,3,1,yes,0,0,69,female
66,165,2000,2,Hispanic,15,15,15,8,5,no,0,0,23,male
70,185,15000,15,White,17,17,17,8,4,no,0,0,30,male
70,225,15000,15,White,12,12,12,8,1,no,0,0,65,male
62,150,6000,6,White,12,12,12,1,1,no,0,0,65,female
66,150,5000,5,White,12,12,NA,8,1,no,0,0,75,male
66,130,1500,1.5,Hispanic,12,NA,12,5,7,no,7,7,21,female
64,130,28000,28,White,18,18,18,5,2,no,0,0,48,female
70,150,9000,9,White,12,12,12,8,3,no,0,0,35,female
74,175,60000,60,White,14,14,14,7,6,no,0,0,52,male
66,150,1200,1.2,White,12,12,12,4,1,no,0,0,19,male
62,185,1400,1.4,Hispanic,3,3,3,1,1,no,0,0,64,female
68,160,15000,15,White,16,16,NA,8,7,yes,0,0,26,female
66,180,7000,7,White,13,13,13,1,1,no,0,0,43,female
70,190,25000,25,White,12,NA,NA,7,1,no,1,1,72,male
62,130,21000,21,White,12,12,12,1,2,no,7,7,31,female
69,107,44000,44,White,12,12,12,1,6,no,0,0,58,male
68,164,29000,29,Black,16,16,16,8,7,no,0,0,36,male
72,165,3000,3,Hispanic,14,14,14,8,1,no,4,4,18,male
64,140,12000,12,Black,13,13,13,2,7,no,0,0,22,male
64,110,0,0,Hispanic,16,16,16,1,1,no,7,7,19,female
60,200,0,0,Hispanic,9,9,9,1,1,no,0,0,39,female
72,195,20000,20,Hispanic,12,12,12,8,4,no,0,0,28,male
62,146,1200,1.2,Black,5,NA,NA,8,4,no,0,0,73,female
64,104,25000,25,White,12,12,12,7,1,yes,1,1,30,female
74,215,37000,37,White,16,16,16,2,7,no,3,3,25,male
66,150,8000,8,Other,10,NA,NA,7,1,no,3,3,60,male
68,135,35000,35,Hispanic,16,16,16,8,4,no,3,3,30,male
67,145,25000,25,Hispanic,14,14,14,7,7,no,0,0,23,male
62,110,25000,25,Other,14,14,14,6,3,no,0,0,37,male
71,160,18000,18,White,10,10,10,5,7,no,7,7,29,female
63,130,30000,30,Black,16,16,16,8,2,no,4,4,36,female
66,133,5000,5,Other,14,14,14,8,7,no,3,3,27,male
69,165,20000,20,White,18,18,18,8,6,no,0,0,69,male
71,160,12000,12,Hispanic,6,6,6,1,2,no,0,0,40,male
64,180,0,0,Hispanic,12,NA,NA,1,7,no,0,0,65,female
66,125,10000,10,White,12,12,12,6,1,no,0,0,68,female
72,195,18000,18,White,14,NA,NA,8,1,no,2,2,48,male
62,115,0,0,Hispanic,15,15,15,8,1,no,0,0,59,female
65,130,15000,15,Hispanic,12,12,12,7,7,no,7,7,20,female
72,181,20000,20,Black,12,NA,NA,1,1,no,0,0,26,male
68,150,31000,31,White,16,16,16,8,7,no,1,1,43,female
70,160,25000,25,Black,12,NA,NA,4,2,no,0,0,56,male
64,150,6000,6,Hispanic,10,10,10,1,6,yes,0,0,36,male
64,140,0,0,White,12,12,12,8,7,no,0,0,38,female
68,182,35000,35,Black,12,12,12,1,1,yes,2,2,70,male
70,150,12000,12,White,13,13,13,1,1,no,0,0,40,male
66,155,13000,13,White,16,16,16,3,5,no,0,0,33,female
67,210,26000,26,White,17,17,17,2,1,no,0,0,34,female
68,130,15000,15,Black,11,11,11,2,2,yes,7,7,31,female
64,140,30000,30,White,17,17,17,4,6,no,0,0,28,female
65,122,2000,2,White,14,14,14,8,7,no,0,0,41,female
70,150,5000,5,Other,13,13,13,4,2,no,3,3,22,male
71,150,53000,53,White,14,14,14,1,1,yes,1,1,26,female
64,127,0,0,White,12,12,12,8,7,no,3,3,36,female
62,102,2000,2,White,13,13,13,1,1,no,7,7,18,female
71,155,25000,25,White,17,17,17,2,7,no,1,1,29,male
74,185,5000,5,White,12,12,12,8,7,yes,0,0,18,male
64,105,21000,21,White,13,13,13,4,1,no,1,1,27,female
64,NA,15000,15,White,14,14,14,8,1,no,0,0,19,female
70,130,17000,17,White,15,15,15,7,6,no,1,1,27,female
73,155,5000,5,White,16,16,16,7,7,no,0,0,22,male
64,135,12000,12,White,13,13,13,5,2,yes,2,2,37,female
70,230,42000,42,Hispanic,14,14,14,4,1,no,0,0,44,male
74,205,21000,21,White,12,12,12,1,7,no,4,4,33,male
63,170,6000,6,Hispanic,12,12,12,8,1,yes,0,0,65,female
59,107,0,0,Hispanic,12,12,12,2,1,yes,5,5,46,female
74,190,25000,25,White,14,14,14,1,5,no,0,0,24,male
66,119,3000,3,White,14,14,14,6,3,no,0,0,19,female
65,150,3600,3.6,White,15,NA,15,7,1,no,0,0,67,female
71,155,4000,4,White,12,12,12,8,7,no,4,4,19,male
69,160,20000,20,White,14,NA,14,8,5,no,0,0,58,male
72,160,45000,45,White,18,18,18,1,4,no,0,0,38,male
70,165,136500,136.5,White,16,16,16,6,4,no,0,0,51,male
60,220,52000,52,White,15,15,15,4,2,no,0,0,50,male
64,130,60000,60,White,12,12,12,4,2,no,1,1,43,female
64,122,15000,15,White,13,NA,NA,5,4,no,7,7,41,female
72,190,90000,90,White,16,16,16,8,7,no,0,0,50,male
63,160,35000,35,White,12,NA,NA,8,1,no,2,2,38,female
72,156,25000,25,Hispanic,13,13,13,1,6,yes,3,3,19,male
66,185,15000,15,White,12,12,12,1,1,no,1,1,76,male
61,180,26000,26,White,14,14,14,7,1,no,2,2,65,female
62,150,0,0,Hispanic,13,NA,NA,5,1,yes,7,7,32,female
69,140,2000,2,White,12,12,12,8,7,no,0,0,21,male
67,145,16000,16,White,12,NA,12,8,1,no,0,0,61,female
65,130,24000,24,Hispanic,11,NA,NA,1,1,no,4,4,27,female
68,172,15000,15,Hispanic,16,16,16,4,5,no,0,0,28,male
74,170,42000,42,White,17,17,17,8,3,no,0,0,43,male
63,150,0,0,White,15,15,15,8,7,yes,0,0,48,female
65,135,10000,10,White,12,12,12,1,5,yes,7,7,43,female
71,220,17000,17,Hispanic,13,13,13,7,6,no,0,0,36,male
64,NA,30000,30,White,14,14,14,3,2,no,7,7,34,female
65,120,0,0,White,16,16,16,5,3,no,2,2,22,female
69,160,32000,32,White,17,17,17,2,1,no,0,0,37,female
64,135,36000,36,Hispanic,17,17,17,2,7,no,0,0,34,female
72,190,10000,10,Hispanic,13,13,13,8,7,no,0,0,20,male
63,130,20000,20,White,15,15,15,8,5,no,5,5,29,female
65,110,24000,24,White,12,12,12,7,2,no,1,1,29,female
72,180,17000,17,White,12,12,12,8,1,yes,2,2,32,male
65,137,23000,23,White,14,14,14,5,3,no,0,0,48,female
64,125,25000,25,White,12,12,NA,4,2,no,2,2,33,female
71,200,50000,50,White,12,12,12,4,2,no,0,0,50,male
63,145,0,0,White,14,14,14,8,7,no,2,2,39,female
62,120,20000,20,White,12,12,12,1,2,no,7,7,30,female
66,145,30000,30,White,16,16,16,2,7,no,0,0,33,female
64,190,7000,7,White,10,10,10,2,1,yes,0,0,39,female
67,120,7000,7,White,10,10,10,7,3,no,0,0,78,male
68,185,30000,30,White,11,11,11,6,7,no,2,2,32,male
66,130,3000,3,White,12,12,NA,1,6,no,0,0,24,female
66,145,20000,20,White,14,14,14,8,1,yes,0,0,43,female
66,139,40000,40,White,16,16,16,7,1,yes,0,0,59,female
67,150,10000,10,White,12,12,12,7,1,no,0,0,77,male
66,240,16000,16,White,12,12,12,8,7,no,0,0,37,male
63,225,11000,11,White,9,9,9,3,1,no,2,2,51,female
68,175,16000,16,White,13,13,13,2,1,yes,3,3,43,female
70,185,18000,18,White,12,12,12,4,5,no,0,0,27,male
63,115,12000,12,White,16,16,16,8,7,no,0,0,26,female
70,170,4000,4,Black,14,14,NA,7,5,yes,7,7,21,male
72,195,60000,60,White,12,12,12,1,1,yes,1,1,45,male
75,180,43000,43,White,17,17,17,8,7,no,0,0,40,male
62,180,31000,31,White,14,14,14,8,1,no,2,2,39,female
68,150,50000,50,White,17,17,17,7,4,no,2,2,39,female
68,165,27000,27,White,14,14,14,7,1,no,0,0,29,female
70,158,30000,30,White,17,17,17,8,1,no,0,0,56,male
73,195,12000,12,Black,13,NA,NA,8,7,no,1,1,21,male
66,160,136500,136.5,White,18,18,18,8,7,no,0,0,49,male
69,124,0,0,White,16,16,16,1,4,no,4,4,39,female
62,140,20000,20,White,17,17,17,7,1,yes,2,2,30,female
60,120,15000,15,Black,12,12,12,1,1,no,0,0,76,female
64,150,25000,25,Other,16,16,16,4,1,yes,0,0,37,female
68,190,5000,5,Hispanic,12,12,12,1,1,yes,4,4,21,male
60,125,2000,2,Hispanic,6,NA,NA,8,1,no,0,0,67,female
60,140,5000,5,White,14,14,14,8,7,no,0,0,68,female
73,170,3000,3,Hispanic,15,15,15,8,6,no,1,1,20,male
64,138,25000,25,Black,16,16,NA,2,2,no,1,1,40,female
66,130,110000,110,Other,18,18,18,8,1,no,1,1,48,female
69,155,55000,55,White,18,18,18,4,1,no,0,0,71,male
70,170,58000,58,White,18,18,18,8,1,no,1,1,53,male
70,165,10000,10,White,16,16,16,1,6,no,6,6,36,female
72,165,19000,19,White,12,12,12,8,2,no,0,0,29,male
61,120,15000,15,White,18,18,18,6,1,no,0,0,82,female
64,130,8000,8,White,12,12,12,1,1,yes,7,7,33,female
72,194,60000,60,White,12,12,12,2,1,no,0,0,50,male
63,155,15000,15,Other,14,14,14,6,1,no,2,2,69,female
68,150,6000,6,White,12,12,12,1,6,yes,2,2,27,male
